"","X.median_R_mean.lag_we","X.median_R_mean.lag1_we","X.percentage_age_we","X.Density_we","X.population_we","X.schoolClosing_we","X.restGatherings_we","X.cancEvents_we","X.testingPolicy_we","X.workClosing2a_we","X.grocery_and_pharmacy_we","X.transit_stations_we","X.transactiongrowth_we","X.workplaces_we","X.sre000d0_we","X.tre200d0_we","X.ure200d0_we","X.ferien_we","X.Canton_3","X.oneweek","Y","W"
"1",1.32857142857143,1.52285714285714,5.11338390250095,5259.653781,495200,1,1,1,3,1,3.97971428571429,-11.3262857142857,-0.0272428716917101,-16.9998571428571,768.285714285714,21.2857142857143,53.8714285714286,0,2,20,1.70857142857143,0
"2",1.37142857142857,1.70857142857143,5.11338390250095,5259.653781,495200,1,1,1,3,1,1.87742857142857,-14.2652857142857,-0.0423275010010524,-20.8365714285714,447.142857142857,20.1142857142857,57.5428571428571,0,2,21,1.63428571428571,0
"3",1.52285714285714,1.63428571428571,5.11338390250095,5259.653781,495200,1,1,1,3,1,-0.265285714285714,-14.898,-0.0276039511165624,-24.1838571428571,552.571428571429,22.8,59.8714285714286,0,2,22,1.14571428571429,0
"4",1.70857142857143,1.14571428571429,5.11338390250095,5259.653781,495200,1,1,1,3,1,-1.10185714285714,-15.5508571428571,-0.101950259583734,-29.0001428571429,612.142857142857,25.6142857142857,56.6285714285714,0,2,23,0.951428571428571,0
"5",1.63428571428571,0.951428571428571,5.11338390250095,5259.653781,495200,1,1,1,3,1,-4.20414285714286,-17.9388571428571,0.0639252022443841,-31.7144285714286,624.714285714286,20.4142857142857,66.9571428571429,0,2,24,0.917142857142857,0
"6",1.14571428571429,0.917142857142857,5.11338390250095,5259.653781,495200,1,1,1,3,1,-0.449142857142857,-12.9594285714286,0.014662268575778,-24.102,474.571428571429,22.8285714285714,68.6714285714286,0,2,25,0.948571428571429,0
"7",0.951428571428571,0.948571428571429,5.11338390250095,5259.653781,495200,1,1,1,3,1,-0.816142857142857,-12.2857142857143,0.0642941791483249,-19.796,524.285714285714,22.8285714285714,60.4714285714286,0,2,26,1.19,0
"8",0.917142857142857,1.19,5.11338390250095,5259.653781,495200,1,1,1,3,1,-0.612285714285714,-11.9998571428571,0.08968054390734,-17.4081428571429,310.571428571429,18.8,64.7857142857143,0,2,27,1.12571428571429,0
"9",0.948571428571429,1.12571428571429,5.11338390250095,5259.653781,495200,1,1,1,3,1,-2.97971428571429,-15.5714285714286,-0.0287610219454724,-18.143,522.428571428571,17.7,67.4142857142857,0,2,28,1.03857142857143,0
"10",1.19,1.03857142857143,5.11338390250095,5259.653781,495200,1,1,1,3,1,-1.898,-10.9184285714286,-0.142725475418759,-17.612,603.142857142857,18.9,68.7714285714286,0,2,29,1.02,0
"11",1.12571428571429,1.02,5.11338390250095,5259.653781,495200,1,1,1,2.57142857142857,1,-1.36757142857143,-8.53071428571429,0.134281464085216,-15.2855714285714,500.857142857143,20.7,73.9571428571429,0,2,30,0.937142857142857,0
"12",1.03857142857143,0.937142857142857,5.11338390250095,5259.653781,495200,1,1,1,2,1,-3.12257142857143,-12.5101428571429,0.0299328112558364,-16.1837142857143,180.571428571429,14.2142857142857,79.2142857142857,0,2,31,1.3,0
"13",1.02,1.3,5.11338390250095,5259.653781,495200,1,0.428571428571429,1,2,1,-2.73457142857143,-15.5712857142857,0.0299572630284697,-16.5712857142857,83.4285714285714,11.2857142857143,84.6428571428571,0,2,32,1.70285714285714,0
"14",0.937142857142857,1.70285714285714,5.11338390250095,5259.653781,495200,1,0,1,2,1,-3.38771428571429,-16.6937142857143,-0.0133695675490131,-18.5511428571429,186.714285714286,11.2428571428571,79.9285714285714,0,2,33,1.65142857142857,0
"15",1.3,1.65142857142857,5.11338390250095,5259.653781,495200,1,1.42857142857143,1,2,1,-4.20385714285714,-19.7141428571429,-0.0271786172175243,-18.5102857142857,142.428571428571,8.71428571428571,75.3,0,2,34,1.56857142857143,0.714285714285714
"16",1.40428571428571,1.11428571428571,4.76451314001525,2669.154977,793100,1,1,1,3,1,3.97971428571429,-11.3262857142857,-0.0578646273456513,-16.9998571428571,681.3,18.9614285714286,59.6128571428571,0,4,20,0.991428571428571,0
"17",1.26714285714286,0.991428571428571,4.76451314001525,2669.154977,793100,1,1,1,3,1,1.87742857142857,-14.2652857142857,-0.0550533249101495,-20.8365714285714,424.871428571429,17.8085714285714,64.9742857142857,0,4,21,1.06285714285714,0
"18",1.11428571428571,1.06285714285714,4.76451314001525,2669.154977,793100,1,1,1,3,1,-0.265285714285714,-14.898,-0.0107739317597542,-24.1838571428571,500.971428571429,20.4985714285714,63.6642857142857,0,4,22,1.27571428571429,0
"19",0.991428571428571,1.27571428571429,4.76451314001525,2669.154977,793100,1,1,1,3,1,-1.10185714285714,-15.5508571428571,-0.0763613319345371,-29.0001428571429,578.328571428571,23.0071428571429,61.9528571428571,0,4,23,0.987142857142857,0
"20",1.06285714285714,0.987142857142857,4.76451314001525,2669.154977,793100,1,1,1,3,1,-4.20414285714286,-17.9388571428571,0.0793807818370222,-31.7144285714286,579.842857142857,18.5457142857143,70.8814285714286,0,4,24,1.24,0
"21",1.27571428571429,1.24,4.76451314001525,2669.154977,793100,1,1,1,3,1,-0.449142857142857,-12.9594285714286,0.00864201035935785,-24.102,436.871428571429,20.9128571428571,72.2328571428571,0,4,25,1.44714285714286,0
"22",0.987142857142857,1.44714285714286,4.76451314001525,2669.154977,793100,1,1,1,3,1,-0.816142857142857,-12.2857142857143,0.0240728187042247,-19.796,493.2,20.33,67.2342857142857,0,4,26,1.26571428571429,0
"23",1.24,1.26571428571429,4.76451314001525,2669.154977,793100,1,1,1,3,1,-0.612285714285714,-11.9998571428571,0.0441958728304961,-17.4081428571429,291.714285714286,16.7071428571429,69.2242857142857,0,4,27,1.31,0
"24",1.44714285714286,1.31,4.76451314001525,2669.154977,793100,1,1,1,3,1,-2.97971428571429,-15.5714285714286,-0.0123725549650935,-18.143,458.9,15.8514285714286,71.7385714285714,0,4,28,1.18142857142857,0
"25",1.26571428571429,1.18142857142857,4.76451314001525,2669.154977,793100,1,1,1,3,1,-1.898,-10.9184285714286,0.00984225079122858,-17.612,607.214285714286,17.5342857142857,71.9885714285714,0,4,29,0.917142857142857,0
"26",1.31,0.917142857142857,4.76451314001525,2669.154977,793100,1,2.14285714285714,1.57142857142857,2.57142857142857,1,-1.36757142857143,-8.53071428571429,-0.0429069166087412,-15.2855714285714,494.114285714286,19.3528571428571,74.2157142857143,0,4,30,0.788571428571429,0.571428571428571
"27",1.18142857142857,0.788571428571429,4.76451314001525,2669.154977,793100,1,3,2,2,1,-3.12257142857143,-12.5101428571429,-0.0739345814866308,-16.1837142857143,129.557142857143,12.1885714285714,84.3957142857143,0,4,31,1.11857142857143,1
"28",0.917142857142857,1.11857142857143,4.76451314001525,2669.154977,793100,1,3,2,2,1,-2.73457142857143,-15.5712857142857,0.131015927664913,-16.5712857142857,121.142857142857,10.1671428571429,86.4671428571429,0,4,32,1.54285714285714,1
"29",0.788571428571429,1.54285714285714,4.76451314001525,2669.154977,793100,1,3,2,2,1,-3.38771428571429,-16.6937142857143,-0.0144134587986979,-18.5511428571429,159.1,9.86428571428571,80.6828571428571,0.285714285714286,4,33,1.60285714285714,1
"30",1.11857142857143,1.60285714285714,4.76451314001525,2669.154977,793100,1,3,2,2,1,-4.20385714285714,-19.7141428571429,-0.0657470742470618,-18.5102857142857,162.328571428571,6.73142857142857,80.2414285714286,1,4,34,1.53857142857143,1
"31",1.52857142857143,0.924285714285714,4.01295282845893,2276.853836,315100,1,1,1,3,1,3.97971428571429,-11.3262857142857,-0.0173395781167436,-16.9998571428571,655.785714285714,17.3714285714286,62.6071428571429,0,5,20,1.07142857142857,0
"32",0.955714285714286,1.07142857142857,4.01295282845893,2276.853836,315100,1,1,1,3,1,1.87742857142857,-14.2652857142857,-0.0436874808935173,-20.8365714285714,423.714285714286,15.8785714285714,70.9642857142857,0,5,21,1,0
"33",0.924285714285714,1,4.01295282845893,2276.853836,315100,1,1,1,3,1,-0.265285714285714,-14.898,0.000886606190945827,-24.1838571428571,503.785714285714,19.0571428571429,66.9571428571429,0,5,22,1.14571428571429,0
"34",1.07142857142857,1.14571428571429,4.01295282845893,2276.853836,315100,1,1,1,3,1,-1.10185714285714,-15.5508571428571,-0.0241160611108171,-29.0001428571429,564.357142857143,22.0071428571429,63.2357142857143,0,5,23,1.04571428571429,0
"35",1,1.04571428571429,4.01295282845893,2276.853836,315100,1,1,1,3,1,-4.20414285714286,-17.9388571428571,0.0238291041515435,-31.7144285714286,589.214285714286,17.1642857142857,74.8714285714286,0,5,24,1.34857142857143,0
"36",1.14571428571429,1.34857142857143,4.01295282845893,2276.853836,315100,1,1,1,3,1,-0.449142857142857,-12.9594285714286,-0.0706865750637693,-24.102,496.714285714286,20.1571428571429,71.9,0,5,25,1.69285714285714,0
"37",1.04571428571429,1.69285714285714,4.01295282845893,2276.853836,315100,1,1,1,3,1,-0.816142857142857,-12.2857142857143,0.0707816705159008,-19.796,445.5,18.8142857142857,70.5071428571429,0,5,26,1.18,0
"38",1.34857142857143,1.18,4.01295282845893,2276.853836,315100,1,2,1,3,1,-0.612285714285714,-11.9998571428571,0.0341571890774084,-17.4081428571429,290,15.4571428571429,69.7928571428571,0,5,27,1.25714285714286,0
"39",1.69285714285714,1.25714285714286,4.01295282845893,2276.853836,315100,1,2,1,3,1,-2.97971428571429,-15.5714285714286,-0.0372064411596593,-18.143,433,14.4,76.9928571428571,0,5,28,1.02142857142857,0
"40",1.18,1.02142857142857,4.01295282845893,2276.853836,315100,1,2,1,3,1,-1.898,-10.9184285714286,0.00401837021823503,-17.612,591,16.05,79.3,0,5,29,0.752857142857143,0
"41",1.25714285714286,0.752857142857143,4.01295282845893,2276.853836,315100,1,2,1,2.57142857142857,1,-1.36757142857143,-8.53071428571429,-0.0295372241707277,-15.2855714285714,502.785714285714,18.1571428571429,77.9071428571429,0,5,30,0.835714285714286,0
"42",1.02142857142857,0.835714285714286,4.01295282845893,2276.853836,315100,1,2,1,2,1,-3.12257142857143,-12.5101428571429,0.0298951021110323,-16.1837142857143,89.3571428571429,10.8928571428571,85.1428571428571,0,5,31,1.41428571428571,0
"43",0.752857142857143,1.41428571428571,4.01295282845893,2276.853836,315100,1,2,1,2,1,-2.73457142857143,-15.5712857142857,0.0245796079856024,-16.5712857142857,145.428571428571,8.97857142857143,87.2857142857143,0,5,32,1.98142857142857,0
"44",0.835714285714286,1.98142857142857,4.01295282845893,2276.853836,315100,1,2,1,2,1,-3.38771428571429,-16.6937142857143,-0.000569353567383857,-18.5511428571429,148.428571428571,8.99285714285714,80.0571428571428,0,5,33,1.87714285714286,0
"45",1.41428571428571,1.87714285714286,4.01295282845893,2276.853836,315100,1,2,1,2,1,-4.20385714285714,-19.7141428571429,-0.0283677671339841,-18.5102857142857,91.2142857142857,4.9,88,0,5,34,1.55857142857143,0.285714285714286
"46",0.838571428571429,1.43714285714286,5.78993291632672,2655.782719,178000,1,1,1,3,1,3.97971428571429,-11.3262857142857,-0.0379998860806179,-16.9998571428571,695.285714285714,16.9485714285714,61.9114285714286,0,11,20,1.45714285714286,0
"47",0.882857142857143,1.45714285714286,5.78993291632672,2655.782719,178000,1,1,1,3,1,1.87742857142857,-14.2652857142857,-0.0610268238269658,-20.8365714285714,413.5,15.9057142857143,68.0371428571429,0,11,21,0.875714285714286,0
"48",1.43714285714286,0.875714285714286,5.78993291632672,2655.782719,178000,1,1,1,3,1,-0.265285714285714,-14.898,-0.0532673096085716,-24.1838571428571,489.828571428571,18.64,69.1257142857143,0,11,22,1.21142857142857,0
"49",1.45714285714286,1.21142857142857,5.78993291632672,2655.782719,178000,1,1,1,3,1,-1.10185714285714,-15.5508571428571,-0.0902332615483701,-29.0001428571429,582.885714285714,21.2314285714286,63.9171428571429,0,11,23,1.29857142857143,0
"50",0.875714285714286,1.29857142857143,5.78993291632672,2655.782719,178000,1,1,1,3,1,-4.20414285714286,-17.9388571428571,0.120758301952954,-31.7144285714286,581.171428571429,17.42,70.4342857142857,0,11,24,1.30428571428571,0
"51",1.21142857142857,1.30428571428571,5.78993291632672,2655.782719,178000,1,1,1,3,1,-0.449142857142857,-12.9594285714286,0.0383218581114377,-24.102,395.742857142857,19.6914285714286,73.38,0,11,25,0.954285714285714,0
"52",1.29857142857143,0.954285714285714,5.78993291632672,2655.782719,178000,1,1.42857142857143,1,3,1,-0.816142857142857,-12.2857142857143,-0.026103454360797,-19.796,451.8,18.5828571428571,69.92,0,11,26,1.17571428571429,0.428571428571429
"53",1.30428571428571,1.17571428571429,5.78993291632672,2655.782719,178000,1,2,1,3,1,-0.612285714285714,-11.9998571428571,0.0236763721747657,-17.4081428571429,277.742857142857,14.8514285714286,71.8542857142857,0,11,27,1.36142857142857,1
"54",0.954285714285714,1.36142857142857,5.78993291632672,2655.782719,178000,1,2,1,3,1,-2.97971428571429,-15.5714285714286,-0.0111938904908797,-18.143,380.971428571429,13.8428571428571,75.3485714285714,0,11,28,1.25428571428571,1
"55",1.17571428571429,1.25428571428571,5.78993291632672,2655.782719,178000,1,2,1,3,1,-1.898,-10.9184285714286,0.00334954795553877,-17.612,598.885714285714,15.4885714285714,70.8457142857143,0,11,29,0.9,1
"56",1.36142857142857,0.9,5.78993291632672,2655.782719,178000,1,2,1,2.57142857142857,1,-1.36757142857143,-8.53071428571429,-0.0337888207997619,-15.2855714285714,473.714285714286,17.6342857142857,74.38,0,11,30,1.13428571428571,1
"57",1.25428571428571,1.13428571428571,5.78993291632672,2655.782719,178000,1,2,1,2,1,-3.12257142857143,-12.5101428571429,-0.0694262767610407,-16.1837142857143,132.971428571429,10.8428571428571,85.2914285714286,0,11,31,1.63857142857143,1
"58",0.9,1.63857142857143,5.78993291632672,2655.782719,178000,1,2.57142857142857,1,2,1,-2.73457142857143,-15.5712857142857,0.124431544219167,-16.5712857142857,151.257142857143,8.90285714285714,85.9828571428571,0,11,32,1.76285714285714,1
"59",1.13428571428571,1.76285714285714,5.78993291632672,2655.782719,178000,1,3,1,2,1,-3.38771428571429,-16.6937142857143,-0.0784153489919959,-18.5511428571429,123.085714285714,8.38571428571429,84.4171428571428,1,11,33,1.61857142857143,1
"60",1.63857142857143,1.61857142857143,5.78993291632672,2655.782719,178000,1,3,1,2,1,-4.20385714285714,-19.7141428571429,-0.0158088517601218,-18.5102857142857,130.057142857143,5.22,84.0142857142857,0.714285714285714,11,34,1.49428571428571,1
"61",1.17142857142857,0.864285714285714,5.21959337240431,1862.9421,341500,1,1,1,3,1,3.97971428571429,-11.3262857142857,0.0901848232090803,-16.9998571428571,603.714285714286,16.71,58.1785714285714,0,3,20,0.874285714285714,0
"62",0.76,0.874285714285714,5.21959337240431,1862.9421,341500,1,1.57142857142857,1,3,1,1.87742857142857,-14.2652857142857,0.0256457523999174,-20.8365714285714,427.1,15.4514285714286,65.49,0,3,21,1.03857142857143,0
"63",0.864285714285714,1.03857142857143,5.21959337240431,1862.9421,341500,1,2,1,3,1,-0.265285714285714,-14.898,0.0420826296268384,-24.1838571428571,440.771428571429,16.98,64.5185714285714,0,3,22,1.41428571428571,0
"64",0.874285714285714,1.41428571428571,5.21959337240431,1862.9421,341500,1,2,1,3,1,-1.10185714285714,-15.5508571428571,0.000117233483523549,-29.0001428571429,494.714285714286,19.5542857142857,63.7485714285714,0,3,23,1.21714285714286,0
"65",1.03857142857143,1.21714285714286,5.21959337240431,1862.9421,341500,1,2,1,3,1,-4.20414285714286,-17.9388571428571,0.0552190690082046,-31.7144285714286,508.728571428571,16.0428571428571,64.4628571428571,0,3,24,1.19,0
"66",1.41428571428571,1.19,5.21959337240431,1862.9421,341500,1,2,1,3,1,-0.449142857142857,-12.9594285714286,-0.130359615003131,-24.102,395.385714285714,17.7828571428571,69.7528571428571,0,3,25,1.15285714285714,0
"67",1.21714285714286,1.15285714285714,5.21959337240431,1862.9421,341500,1,2,1,3,1,-0.816142857142857,-12.2857142857143,0.0223995791643556,-19.796,439.5,17.6371428571429,65.1428571428571,0,3,26,1.08857142857143,0
"68",1.19,1.08857142857143,5.21959337240431,1862.9421,341500,1,2,1,3,1,-0.612285714285714,-11.9998571428571,-0.0783721540356836,-17.4081428571429,292.714285714286,13.92,67.9757142857143,0,3,27,0.972857142857143,0
"69",1.15285714285714,0.972857142857143,5.21959337240431,1862.9421,341500,1,2,1,3,1,-2.97971428571429,-15.5714285714286,-0.0252007023850069,-18.143,456.9,13.1257142857143,67.9085714285714,0,3,28,1.08857142857143,0
"70",1.08857142857143,1.08857142857143,5.21959337240431,1862.9421,341500,1,2,1,3,1,-1.898,-10.9184285714286,0.00908133889728191,-17.612,474.642857142857,15.25,71.5014285714286,0,3,29,1.15,0
"71",0.972857142857143,1.15,5.21959337240431,1862.9421,341500,1,2,1,2.57142857142857,1,-1.36757142857143,-8.53071428571429,-0.0423730465870342,-15.2855714285714,388.371428571429,15.9128571428571,65.19,0,3,30,0.98,0
"72",1.08857142857143,0.98,5.21959337240431,1862.9421,341500,1,2,1,2,1,-3.12257142857143,-12.5101428571429,-0.0354924511761183,-16.1837142857143,97.3142857142857,8.81714285714286,79.84,0,3,31,1.57857142857143,0
"73",1.15,1.57857142857143,5.21959337240431,1862.9421,341500,1,2,1,2,1,-2.73457142857143,-15.5712857142857,0.0282211626522582,-16.5712857142857,185.314285714286,7.80857142857143,81.2828571428571,0,3,32,2.43,0
"74",0.98,2.43,5.21959337240431,1862.9421,341500,1,2,1,2,1,-3.38771428571429,-16.6937142857143,0.0259739418752396,-18.5511428571429,136.614285714286,6.48714285714286,78.1771428571429,0,3,33,2.04857142857143,0
"75",1.57857142857143,2.04857142857143,5.21959337240431,1862.9421,341500,1,2.14285714285714,1,2,1.28571428571429,-4.20385714285714,-19.7141428571429,-0.0180372732349525,-18.5102857142857,267.185714285714,3.15714285714286,77.6157142857143,1,3,34,1.47428571428571,0.142857142857143
"76",1.32857142857143,1.30142857142857,5.9193399738714,2512.263029,1031100,1,1,1,3,1,3.97971428571429,-11.3262857142857,-0.0227866198265492,-16.9998571428571,625.532467532467,17.8649350649351,67.1532467532468,0,9,20,1.09285714285714,0
"77",1.30714285714286,1.09285714285714,5.9193399738714,2512.263029,1031100,1,1,1,3,1,1.87742857142857,-14.2652857142857,-0.0404615592005744,-20.8365714285714,388.714285714286,16.5818181818182,74.1961038961039,0,9,21,0.98,0
"78",1.30142857142857,0.98,5.9193399738714,2512.263029,1031100,1,1,1,3,1,-0.265285714285714,-14.898,0.00345328543618706,-24.1838571428571,467.571428571429,19.0662337662338,74.2233766233766,0,9,22,1.23571428571429,0
"79",1.09285714285714,1.23571428571429,5.9193399738714,2512.263029,1031100,1,1,1,3,1,-1.10185714285714,-15.5508571428571,-0.0152517268478309,-29.0001428571429,530.311688311688,21.538961038961,71.6831168831169,0,9,23,1.19714285714286,0
"80",0.98,1.19714285714286,5.9193399738714,2512.263029,1031100,1,1,1,3,1,-4.20414285714286,-17.9388571428571,0.115854840558757,-31.7144285714286,539.896103896104,17.3350649350649,78.487012987013,0,9,24,1.11428571428571,0
"81",1.23571428571429,1.11428571428571,5.9193399738714,2512.263029,1031100,1,1,1,3,1,-0.449142857142857,-12.9594285714286,-0.0182008173421462,-24.102,434.597402597403,20.1701298701299,76.6896103896104,0,9,25,1.00428571428571,0
"82",1.19714285714286,1.00428571428571,5.9193399738714,2512.263029,1031100,1,1,1,3,1,-0.816142857142857,-12.2857142857143,-0.0525588881603536,-19.796,411.597402597402,19.138961038961,77.2246753246753,0,9,26,1.17857142857143,0
"83",1.11428571428571,1.17857142857143,5.9193399738714,2512.263029,1031100,1,1,1,3,1,-0.612285714285714,-11.9998571428571,0.015351338170019,-17.4081428571429,280.597402597403,15.4545454545455,77.2935064935065,0,9,27,1.19714285714286,0
"84",1.00428571428571,1.19714285714286,5.9193399738714,2512.263029,1031100,1,1,1,3,1,-2.97971428571429,-15.5714285714286,0.000291791101430405,-18.143,400.272727272727,14.6311688311688,79.6038961038961,0,9,28,1.26428571428571,0
"85",1.17857142857143,1.26428571428571,5.9193399738714,2512.263029,1031100,1,1,1,3,1,-1.898,-10.9184285714286,0.0121574523382897,-17.612,532.246753246753,16.4220779220779,79.1545454545454,0,9,29,1.14571428571429,0
"86",1.19714285714286,1.14571428571429,5.9193399738714,2512.263029,1031100,1,1,1,2.57142857142857,1,-1.36757142857143,-8.53071428571429,-0.0318926218686482,-15.2855714285714,454.948051948052,17.7935064935065,79.0662337662338,0.285714285714286,9,30,0.98,0
"87",1.26428571428571,0.98,5.9193399738714,2512.263029,1031100,1,1,1,2,1,-3.12257142857143,-12.5101428571429,-0.0613394014006285,-16.1837142857143,105.064935064935,11.9181818181818,82.6103896103896,1,9,31,1.30714285714286,0
"88",1.14571428571429,1.30714285714286,5.9193399738714,2512.263029,1031100,1,1,1,2,1,-2.73457142857143,-15.5712857142857,0.0347042342465098,-16.5712857142857,156.74025974026,9.95064935064934,85.8324675324675,1,9,32,1.67,0
"89",0.98,1.67,5.9193399738714,2512.263029,1031100,1,1,1,2,1,-3.38771428571429,-16.6937142857143,0.0238078923376541,-18.5511428571429,131.142857142857,9.09870129870129,83.7467532467533,1,9,33,1.73714285714286,0
"90",1.30714285714286,1.73714285714286,5.9193399738714,2512.263029,1031100,1,2,1,2,1,-4.20385714285714,-19.7141428571429,-0.0263577703256086,-18.5102857142857,127.116883116883,6.14415584415584,84.1090909090909,0,9,34,1.47,1
"91",2.43714285714286,0.582857142857143,6.12904979343335,1307.551202,73300,1,3,1,3,1,3.97971428571429,-11.3262857142857,-0.0903127483751387,-16.9998571428571,687.857142857143,18.0928571428571,60.8214285714286,0,17,20,0.361428571428571,0
"92",1.22714285714286,0.361428571428571,6.12904979343335,1307.551202,73300,1,3,1,3,1,1.87742857142857,-14.2652857142857,-0.0401491276957024,-20.8365714285714,433.142857142857,17.0642857142857,70.8928571428571,0,17,21,0.407142857142857,0
"93",0.582857142857143,0.407142857142857,6.12904979343335,1307.551202,73300,1,3,1,3,1,-0.265285714285714,-14.898,-0.0371258954341176,-24.1838571428571,518.071428571429,20.4928571428571,60.8642857142857,0,17,22,0.688571428571429,0
"94",0.361428571428571,0.688571428571429,6.12904979343335,1307.551202,73300,1,3,1,3,1,-1.10185714285714,-15.5508571428571,-0.0712921163908131,-29.0001428571429,593.142857142857,22.7928571428571,58.8214285714286,0,17,23,2.27142857142857,0
"95",0.407142857142857,2.27142857142857,6.12904979343335,1307.551202,73300,1,3,1,3,1,-4.20414285714286,-17.9388571428571,0.121064311952292,-31.7144285714286,601.928571428571,19.3857142857143,68.2785714285714,0,17,24,1.63142857142857,0
"96",0.688571428571429,1.63142857142857,6.12904979343335,1307.551202,73300,1,3,1,3,1,-0.449142857142857,-12.9594285714286,-0.0744281977482188,-24.102,360.214285714286,21.8214285714286,70.8357142857143,0,17,25,1.09571428571429,0
